sample_id,split,category,territory,authority,rating_label,content_descriptors,interactive_elements,warning
all_other_app_types_balanced_00037,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,Extreme Violence,Users Interact,
all_other_app_types_balanced_00037,train,All Other App Types,Russia,Google Play,Rated for 18+,Extreme Violence,Users Interact,
all_other_app_types_balanced_00037,train,All Other App Types,South Korea,Google Play,Rated for 19+,Extreme Violence,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00038,test,All Other App Types,Brazil,Classificação Indicativa (ClassInd),All ages,Violence,,
all_other_app_types_balanced_00038,test,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone 10+,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00038,test,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
all_other_app_types_balanced_00038,test,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,Contents for Different Age Groups,,
all_other_app_types_balanced_00038,test,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,,
all_other_app_types_balanced_00038,test,All Other App Types,Russia,Google Play,Rated for 3+,,,
all_other_app_types_balanced_00038,test,All Other App Types,South Korea,Google Play,Rated for 3+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00039,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Violence,,
all_other_app_types_balanced_00039,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00039,train,All Other App Types,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,,
all_other_app_types_balanced_00039,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,Contents for Different Age Groups,,
all_other_app_types_balanced_00039,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00039,train,All Other App Types,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00039,train,All Other App Types,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00040,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Violence,,
all_other_app_types_balanced_00040,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00040,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,Extreme Violence,,
all_other_app_types_balanced_00040,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Contents for Different Age Groups,,
all_other_app_types_balanced_00040,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,Extreme Violence,,
all_other_app_types_balanced_00040,train,All Other App Types,Russia,Google Play,Rated for 18+,Extreme Violence,,
all_other_app_types_balanced_00040,train,All Other App Types,South Korea,Google Play,Rated for 19+,Extreme Violence,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00041,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sexual Content,,
all_other_app_types_balanced_00041,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00041,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
all_other_app_types_balanced_00041,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,Contents for Different Age Groups,,
all_other_app_types_balanced_00041,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,,
all_other_app_types_balanced_00041,train,All Other App Types,Russia,Google Play,Rated for 3+,,,
all_other_app_types_balanced_00041,train,All Other App Types,South Korea,Google Play,Rated for 3+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00042,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Nudity Sexual Content,,
all_other_app_types_balanced_00042,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00042,train,All Other App Types,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,,
all_other_app_types_balanced_00042,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Contents for Different Age Groups,,
all_other_app_types_balanced_00042,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00042,train,All Other App Types,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00042,train,All Other App Types,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00043,test,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Explicit Sex,,
all_other_app_types_balanced_00043,test,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00043,test,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,Sex,,
all_other_app_types_balanced_00043,test,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Contents for Different Age Groups,,
all_other_app_types_balanced_00043,test,All Other App Types,Rest of world,IARC Generic,Rated for 18+,Sex,,
all_other_app_types_balanced_00043,test,All Other App Types,Russia,Google Play,Rated for 18+,Sex,,
all_other_app_types_balanced_00043,test,All Other App Types,South Korea,Google Play,Rated for 19+,Sex,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00044,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,,
all_other_app_types_balanced_00044,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone 10+,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00044,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
all_other_app_types_balanced_00044,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,,
all_other_app_types_balanced_00044,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,,
all_other_app_types_balanced_00044,train,All Other App Types,Russia,Google Play,Rated for 3+,,,
all_other_app_types_balanced_00044,train,All Other App Types,South Korea,Google Play,Rated for 3+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00045,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Inappropriate Language,,
all_other_app_types_balanced_00045,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00045,train,All Other App Types,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,,
all_other_app_types_balanced_00045,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Explicit Language,,
all_other_app_types_balanced_00045,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00045,train,All Other App Types,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00045,train,All Other App Types,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00046,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Sexual Content Inappropriate Language,,
all_other_app_types_balanced_00046,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00046,train,All Other App Types,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,,
all_other_app_types_balanced_00046,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Explicit Language,,
all_other_app_types_balanced_00046,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00046,train,All Other App Types,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00046,train,All Other App Types,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00048,test,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Illegal Drugs,,
all_other_app_types_balanced_00048,test,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Diverse Content: Discretion Advised,,
all_other_app_types_balanced_00048,test,All Other App Types,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,,
all_other_app_types_balanced_00048,test,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs,,
all_other_app_types_balanced_00048,test,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00048,test,All Other App Types,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,,
all_other_app_types_balanced_00048,test,All Other App Types,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00049,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),All ages,,Shares Location,
all_other_app_types_balanced_00049,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone,,Shares Location,
all_other_app_types_balanced_00049,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,Shares Location,
all_other_app_types_balanced_00049,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,Shares Location,
all_other_app_types_balanced_00049,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,Shares Location,
all_other_app_types_balanced_00049,train,All Other App Types,Russia,Google Play,Rated for 3+,,Shares Location,
all_other_app_types_balanced_00049,train,All Other App Types,South Korea,Google Play,Rated for 3+,,Shares Location,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00050,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,,In-App Purchases,
all_other_app_types_balanced_00050,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone,,In-App Purchases,
all_other_app_types_balanced_00050,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,In-App Purchases,
all_other_app_types_balanced_00050,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,In-App Purchases,
all_other_app_types_balanced_00050,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,In-App Purchases,
all_other_app_types_balanced_00050,train,All Other App Types,Russia,Google Play,Rated for 3+,,In-App Purchases,
all_other_app_types_balanced_00050,train,All Other App Types,South Korea,Google Play,Rated for 3+,,In-App Purchases,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
all_other_app_types_balanced_00052,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),All ages,,,
all_other_app_types_balanced_00052,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Cash Rewards,,
all_other_app_types_balanced_00052,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
